,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
3665,2,10,168,1,0,1,0,1,0,0,1,0,1002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3666,3,7,168,1,1,1,0,1,0,0,1,0,1024,7.59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3667,10,10,120,1,1,1,1,0,0,1,0,0,1609,74.78,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3668,10,10,168,1,1,0,1,0,0,0,1,0,1721,64.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3669,5,5,120,1,1,1,1,0,0,1,0,0,1979,23.09,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3670,0,0,72,1,1,0,0,0,1,0,1,0,1652,2.96,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3671,5,5,168,1,0,1,1,0,0,0,1,0,1902,7.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3672,0,0,96,1,0,1,0,0,1,0,1,0,921,12.18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3673,2,10,168,1,0,1,0,1,0,1,0,0,935,30.23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3674,0,0,96,1,0,1,0,0,1,1,0,0,1358,29.16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3675,0,0,96,1,0,1,0,0,1,0,1,0,1016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3676,5,20,240,0,0,1,0,1,0,1,0,0,1131,93.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3677,2,10,168,1,0,1,0,1,0,0,1,0,1048,31.72,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3678,10,10,168,1,1,0,1,0,0,0,1,0,879,5.06,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3679,2,10,168,1,0,1,0,1,0,1,0,0,1437,56.81,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3680,5,20,240,0,0,1,0,1,0,0,1,0,1413,1.52,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3681,2,10,168,1,0,1,0,1,0,0,1,0,932,8.12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3682,0,0,72,1,1,0,0,0,1,1,0,0,1273,27.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3683,0,0,96,1,0,1,0,0,1,0,1,0,1183,12.86,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3684,5,5,168,1,0,1,1,0,0,0,1,0,1058,21.38,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3685,2,10,240,1,1,1,0,1,0,0,1,0,1804,51.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3686,3,7,168,1,1,1,0,1,0,0,1,0,2155,13.36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3687,3,7,168,1,1,1,0,1,0,1,0,0,1080,25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3688,2,10,168,1,0,1,0,1,0,1,0,0,907,5.93,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3689,10,10,120,1,1,1,1,0,0,0,1,0,2106,6.76,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3690,10,10,120,1,1,1,1,0,0,1,0,0,1127,20.49,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3691,0,0,72,1,1,0,0,0,1,0,0,1,772,0.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3692,5,5,120,1,1,1,1,0,0,0,1,0,1107,10.34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3693,2,10,168,1,0,1,0,1,0,1,0,0,1589,30.07,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3694,2,10,240,1,1,1,0,1,0,0,1,0,1521,31.72,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3695,5,5,168,1,0,1,1,0,0,0,1,0,782,14.72,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3696,3,7,168,1,1,1,0,1,0,1,0,0,951,143.28,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3697,10,10,168,1,1,0,1,0,0,0,1,0,1804,12.24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3698,10,10,120,1,1,1,1,0,0,1,0,0,1032,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3699,10,10,168,1,1,0,1,0,0,1,0,0,840,0.48,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3700,10,10,168,1,1,0,1,0,0,1,0,0,1544,38.52,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3701,10,10,168,1,1,0,1,0,0,1,0,0,1040,18.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3702,3,7,168,1,1,1,0,1,0,1,0,0,1559,112.99,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3703,0,0,96,1,0,1,0,0,1,0,1,0,956,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3704,2,10,240,1,1,1,0,1,0,1,0,0,1386,559.61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3705,2,10,240,1,1,1,0,1,0,0,1,0,1112,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3706,10,10,120,1,1,1,1,0,0,1,0,0,839,54.98,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3707,5,5,168,1,0,1,1,0,0,0,1,0,823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3708,10,10,168,1,1,0,1,0,0,1,0,0,1557,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3709,5,5,120,1,1,1,1,0,0,0,1,0,988,21.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3710,2,10,240,1,1,1,0,1,0,0,1,0,1409,75.52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3711,10,10,168,1,1,0,1,0,0,1,0,0,1452,18.84,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3712,5,20,240,0,0,1,0,1,0,0,1,0,1206,7.78,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3713,5,5,120,1,1,1,1,0,0,1,0,0,1862,15.41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3714,5,5,168,1,0,1,1,0,0,1,0,0,836,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3715,10,10,168,1,1,0,1,0,0,1,0,0,1825,44.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3716,0,0,96,1,0,1,0,0,1,1,0,0,1108,7.87,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3717,0,0,72,1,1,0,0,0,1,0,1,0,1110,12.27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3718,5,20,240,0,0,1,0,1,0,0,1,0,2458,16.33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3719,3,7,168,1,1,1,0,1,0,0,1,0,1450,10.94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3720,3,7,168,1,1,1,0,1,0,1,0,0,1261,24.85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3721,0,0,96,1,0,1,0,0,1,0,1,0,1303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3722,0,0,96,1,0,1,0,0,1,0,1,0,1108,3.91,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3723,2,10,168,1,0,1,0,1,0,0,1,0,1069,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3724,0,0,96,1,0,1,0,0,1,0,1,0,856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3725,0,0,96,1,0,1,0,0,1,1,0,0,858,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3726,2,10,240,1,1,1,0,1,0,1,0,0,1048,58.42,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3727,0,0,72,1,1,0,0,0,1,0,1,0,2323,10.89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3728,3,7,168,1,1,1,0,1,0,1,0,0,1120,48.79,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3729,5,5,168,1,0,1,1,0,0,1,0,0,1408,18.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3730,2,10,240,1,1,1,0,1,0,1,0,0,1065,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3731,0,0,96,1,0,1,0,0,1,0,1,0,1016,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3732,5,5,168,1,0,1,1,0,0,1,0,0,2413,1.02,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3733,3,7,168,1,1,1,0,1,0,1,0,0,1024,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3734,3,7,168,1,1,1,0,1,0,0,1,0,1043,58.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3735,10,10,168,1,1,0,1,0,0,0,1,0,1113,21.21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3736,10,10,120,1,1,1,1,0,0,0,1,0,822,18.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3737,2,10,240,1,1,1,0,1,0,0,1,0,910,66.77,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3738,10,10,120,1,1,1,1,0,0,0,1,0,1349,122.84,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3739,2,10,240,1,1,1,0,1,0,1,0,0,1087,35.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3740,0,0,72,1,1,0,0,0,1,0,1,0,864,13.13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3741,10,10,120,1,1,1,1,0,0,0,1,0,839,6.69,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3742,10,10,120,1,1,1,1,0,0,0,1,0,1014,37.98,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3743,0,0,72,1,1,0,0,0,1,1,0,0,1065,19.24,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3744,3,7,168,1,1,1,0,1,0,0,1,0,957,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3745,3,7,168,1,1,1,0,1,0,0,1,0,1374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3746,0,0,72,1,1,0,0,0,1,0,1,0,893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3747,5,5,168,1,0,1,1,0,0,0,1,0,948,25.61,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3748,5,5,168,1,0,1,1,0,0,0,0,1,1304,7.57,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3749,10,10,168,1,1,0,1,0,0,1,0,0,1135,124.02,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3750,3,7,168,1,1,1,0,1,0,0,1,0,983,0.67,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3751,5,20,240,0,0,1,0,1,0,1,0,0,1056,23.28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3752,10,10,120,1,1,1,1,0,0,0,1,0,2193,17.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3753,0,0,96,1,0,1,0,0,1,0,1,0,1326,54.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3754,2,10,240,1,1,1,0,1,0,0,1,0,1022,47.58,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3755,10,10,168,1,1,0,1,0,0,0,1,0,1850,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3756,3,7,168,1,1,1,0,1,0,1,0,0,829,17.62,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3757,3,7,168,1,1,1,0,1,0,0,1,0,1238,18.13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3758,5,20,240,0,0,1,0,1,0,0,1,0,972,8.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3759,0,0,72,1,1,0,0,0,1,1,0,0,766,24.98,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3760,2,10,168,1,0,1,0,1,0,0,1,0,1275,54.65,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3761,2,10,240,1,1,1,0,1,0,0,1,0,1623,44.7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3762,10,10,168,1,1,0,1,0,0,1,0,0,1078,71.19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3763,0,0,96,1,0,1,0,0,1,0,1,0,1401,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3764,10,10,120,1,1,1,1,0,0,1,0,0,1158,47.76,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3765,3,7,168,1,1,1,0,1,0,0,1,0,2481,16.51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3766,10,10,120,1,1,1,1,0,0,1,0,0,2497,22.93,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3767,10,10,120,1,1,1,1,0,0,0,1,0,1127,1.74,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3768,10,10,120,1,1,1,1,0,0,0,1,0,902,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3769,5,20,240,0,0,1,0,1,0,0,1,0,1039,1.01,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3770,0,0,72,1,1,0,0,0,1,1,0,0,1007,43.46,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3771,5,5,168,1,0,1,1,0,0,0,1,0,2572,57.86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3772,5,5,168,1,0,1,1,0,0,1,0,0,1529,8.31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3773,0,0,96,1,0,1,0,0,1,1,0,0,890,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3774,3,7,168,1,1,1,0,1,0,0,1,0,2565,16.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3775,2,10,168,1,0,1,0,1,0,0,1,0,1329,2.97,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3776,2,10,168,1,0,1,0,1,0,0,1,0,1083,25.34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3777,2,10,240,1,1,1,0,1,0,0,1,0,1543,50.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3778,3,7,168,1,1,1,0,1,0,1,0,0,1113,15.14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3779,10,10,120,1,1,1,1,0,0,0,1,0,1113,6.67,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3780,5,5,120,1,1,1,1,0,0,0,1,0,902,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3781,10,10,168,1,1,0,1,0,0,0,1,0,1054,16.79,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3782,2,10,240,1,1,1,0,1,0,0,1,0,1657,28.34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3783,5,20,240,0,0,1,0,1,0,1,0,0,997,47.73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3784,5,20,240,0,0,1,0,1,0,0,1,0,904,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3785,0,0,72,1,1,0,0,0,1,0,1,0,1456,61.58,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3786,5,5,168,1,0,1,1,0,0,0,1,0,1934,15.28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3787,0,0,72,1,1,0,0,0,1,0,1,0,984,31.29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,0,0,96,1,0,1,0,0,1,1,0,0,1530,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3789,3,7,168,1,1,1,0,1,0,0,1,0,1102,10.34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3790,0,0,96,1,0,1,0,0,1,0,1,0,835,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3791,10,10,168,1,1,0,1,0,0,1,0,0,791,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3792,10,10,120,1,1,1,1,0,0,0,1,0,968,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3793,2,10,168,1,0,1,0,1,0,1,0,0,871,0.49,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3794,3,7,168,1,1,1,0,1,0,1,0,0,1085,4.16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3795,5,5,168,1,0,1,1,0,0,0,1,0,1822,63.42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3796,0,0,72,1,1,0,0,0,1,0,1,0,776,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3797,5,20,240,0,0,1,0,1,0,0,1,0,1772,105.03,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3798,2,10,240,1,1,1,0,1,0,1,0,0,1019,93.16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3799,10,10,120,1,1,1,1,0,0,0,1,0,1403,71.96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3800,3,7,168,1,1,1,0,1,0,0,1,0,814,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3801,2,10,240,1,1,1,0,1,0,0,1,0,1324,25.55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3802,10,10,120,1,1,1,1,0,0,0,1,0,1101,15.76,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3803,0,0,96,1,0,1,0,0,1,1,0,0,1088,37.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3804,5,5,120,1,1,1,1,0,0,1,0,0,1163,95.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3805,10,10,120,1,1,1,1,0,0,0,1,0,1967,9.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3806,5,5,168,1,0,1,1,0,0,0,1,0,1062,1.41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3807,10,10,120,1,1,1,1,0,0,0,1,0,1786,40.72,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3808,5,5,168,1,0,1,1,0,0,1,0,0,1126,42.12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3809,5,5,120,1,1,1,1,0,0,0,1,0,1532,54.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3810,10,10,120,1,1,1,1,0,0,0,1,0,2483,5.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3811,5,5,120,1,1,1,1,0,0,1,0,0,1073,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3812,0,0,72,1,1,0,0,0,1,0,1,0,1107,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3813,0,0,96,1,0,1,0,0,1,1,0,0,1302,12.69,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3814,5,5,120,1,1,1,1,0,0,1,0,0,1004,10.22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3815,0,0,96,1,0,1,0,0,1,0,1,0,1409,3.07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3816,5,20,240,0,0,1,0,1,0,1,0,0,1735,73.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3817,5,5,120,1,1,1,1,0,0,0,1,0,1018,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3818,2,10,168,1,0,1,0,1,0,1,0,0,1217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3819,0,0,72,1,1,0,0,0,1,0,1,0,1154,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3820,2,10,168,1,0,1,0,1,0,1,0,0,2510,64.96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3821,10,10,120,1,1,1,1,0,0,0,1,0,1550,19.87,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3822,0,0,72,1,1,0,0,0,1,1,0,0,1113,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3823,2,10,240,1,1,1,0,1,0,1,0,0,781,63.23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3824,10,10,120,1,1,1,1,0,0,0,1,0,2089,3.76,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3825,2,10,168,1,0,1,0,1,0,0,1,0,1094,34.66,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3826,5,20,240,0,0,1,0,1,0,0,1,0,780,94.24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3827,2,10,240,1,1,1,0,1,0,0,1,0,771,21.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3828,0,0,96,1,0,1,0,0,1,1,0,0,983,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3829,5,5,168,1,0,1,1,0,0,0,1,0,1795,12.08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3830,10,10,120,1,1,1,1,0,0,0,1,0,2548,32.99,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3831,10,10,168,1,1,0,1,0,0,0,1,0,1666,55.06,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3832,3,7,168,1,1,1,0,1,0,1,0,0,951,50.64,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3833,2,10,168,1,0,1,0,1,0,1,0,0,1370,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3834,5,5,168,1,0,1,1,0,0,0,1,0,1615,664.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3835,0,0,96,1,0,1,0,0,1,1,0,0,857,8.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
