cust_response,time,total_amount,gender,age,person_id,became_member_on,income,F,M,O,days_of_membership,age_by_decade,income_range,reward,difficulty,duration
1,504,50.18,F,50,348bdc19d65f49b8b98f72c59e64cd89,2017,69000,1,0,0,1024,50s,70k,2,10,240
1,576,19.93,F,50,348bdc19d65f49b8b98f72c59e64cd89,2017,69000,1,0,0,1024,50s,70k,0,0,96
0,0,0,F,57,791ffe6d3dc848d2b233129a8096f7ab,2016,89000,1,0,0,1613,50s,90k,3,7,168
0,0,0,F,57,791ffe6d3dc848d2b233129a8096f7ab,2016,89000,1,0,0,1613,50s,90k,3,7,168
1,336,65.54,F,57,791ffe6d3dc848d2b233129a8096f7ab,2016,89000,1,0,0,1613,50s,90k,5,20,240
1,408,34.6,F,57,791ffe6d3dc848d2b233129a8096f7ab,2016,89000,1,0,0,1613,50s,90k,10,10,168
1,504,76.71,F,57,791ffe6d3dc848d2b233129a8096f7ab,2016,89000,1,0,0,1613,50s,90k,2,10,240
0,0,0,M,61,b818e955451b47db9fc8767fa45e464e,2017,44000,0,1,0,1109,60s,50k,3,7,168
0,168,5,M,61,b818e955451b47db9fc8767fa45e464e,2017,44000,0,1,0,1109,60s,50k,5,5,168
0,0,0,M,61,b818e955451b47db9fc8767fa45e464e,2017,44000,0,1,0,1109,60s,50k,3,7,168
1,408,10.15,M,61,b818e955451b47db9fc8767fa45e464e,2017,44000,0,1,0,1109,60s,50k,2,10,168
0,504,3.07,M,61,b818e955451b47db9fc8767fa45e464e,2017,44000,0,1,0,1109,60s,50k,2,10,240
1,408,10.15,M,61,b818e955451b47db9fc8767fa45e464e,2017,44000,0,1,0,1109,60s,50k,2,10,168
0,0,0.71,M,50,7b1b0b6cbce6475ebb6c8945c29cd79f,2017,53000,0,1,0,1023,50s,60k,3,7,168
1,168,12.42,M,50,7b1b0b6cbce6475ebb6c8945c29cd79f,2017,53000,0,1,0,1023,50s,60k,5,5,120
0,336,1.07,M,50,7b1b0b6cbce6475ebb6c8945c29cd79f,2017,53000,0,1,0,1023,50s,60k,2,10,168
0,576,0,M,50,7b1b0b6cbce6475ebb6c8945c29cd79f,2017,53000,0,1,0,1023,50s,60k,5,20,240
0,0,0,F,58,a9ecb39d93d74696a9d6ddd5355329ff,2018,54000,1,0,0,895,50s,60k,2,10,168
0,168,6.35,F,58,a9ecb39d93d74696a9d6ddd5355329ff,2018,54000,1,0,0,895,50s,60k,5,20,240
0,168,6.35,F,58,a9ecb39d93d74696a9d6ddd5355329ff,2018,54000,1,0,0,895,50s,60k,5,20,240
0,408,0,F,58,a9ecb39d93d74696a9d6ddd5355329ff,2018,54000,1,0,0,895,50s,60k,10,10,120
0,576,9.13,F,58,a9ecb39d93d74696a9d6ddd5355329ff,2018,54000,1,0,0,895,50s,60k,2,10,240
0,0,0.6,F,67,0d18c37c8b58459f8aa6af2f7b541357,2018,54000,1,0,0,806,60s,60k,5,5,120
1,408,1.61,F,67,0d18c37c8b58459f8aa6af2f7b541357,2018,54000,1,0,0,806,60s,60k,0,0,72
0,504,7.86,F,67,0d18c37c8b58459f8aa6af2f7b541357,2018,54000,1,0,0,806,60s,60k,10,10,168
0,576,8.41,F,67,0d18c37c8b58459f8aa6af2f7b541357,2018,54000,1,0,0,806,60s,60k,2,10,168
1,0,13.51,M,24,d250372c924747d8ac9a8fa88f584bc3,2017,61000,0,1,0,1293,20s,70k,5,5,120
0,168,0,M,24,d250372c924747d8ac9a8fa88f584bc3,2017,61000,0,1,0,1293,20s,70k,2,10,168
0,336,28.87,M,24,d250372c924747d8ac9a8fa88f584bc3,2017,61000,0,1,0,1293,20s,70k,0,0,96
1,408,63.78,M,24,d250372c924747d8ac9a8fa88f584bc3,2017,61000,0,1,0,1293,20s,70k,10,10,120
0,576,16.84,M,24,d250372c924747d8ac9a8fa88f584bc3,2017,61000,0,1,0,1293,20s,70k,5,20,240
0,0,0,M,26,3cea9c09fefb4c33ae2f0aa604af7eb4,2017,35000,0,1,0,1015,20s,40k,2,10,168
0,168,9.24,M,26,3cea9c09fefb4c33ae2f0aa604af7eb4,2017,35000,0,1,0,1015,20s,40k,2,10,240
0,408,0,M,26,3cea9c09fefb4c33ae2f0aa604af7eb4,2017,35000,0,1,0,1015,20s,40k,5,5,120
0,408,0,M,26,3cea9c09fefb4c33ae2f0aa604af7eb4,2017,35000,0,1,0,1015,20s,40k,5,5,120
0,576,0.86,M,26,3cea9c09fefb4c33ae2f0aa604af7eb4,2017,35000,0,1,0,1015,20s,40k,5,20,240
1,0,73.19,F,71,87efa556dd48400cb4231a273e088bcf,2017,105000,1,0,0,995,70s,110k,3,7,168
1,336,71.8,F,71,87efa556dd48400cb4231a273e088bcf,2017,105000,1,0,0,995,70s,110k,5,20,240
1,408,24.06,F,71,87efa556dd48400cb4231a273e088bcf,2017,105000,1,0,0,995,70s,110k,2,10,168
1,504,22.25,F,71,87efa556dd48400cb4231a273e088bcf,2017,105000,1,0,0,995,70s,110k,5,5,120
1,0,58.66,F,69,4e4c47b460b1414c8ddd459b61f84b9e,2017,64000,1,0,0,990,60s,70k,5,5,168
1,0,58.66,F,69,4e4c47b460b1414c8ddd459b61f84b9e,2017,64000,1,0,0,990,60s,70k,5,5,168
1,408,56.12,F,69,4e4c47b460b1414c8ddd459b61f84b9e,2017,64000,1,0,0,990,60s,70k,10,10,168
1,504,56.56,F,69,4e4c47b460b1414c8ddd459b61f84b9e,2017,64000,1,0,0,990,60s,70k,2,10,168
1,576,19.62,F,69,4e4c47b460b1414c8ddd459b61f84b9e,2017,64000,1,0,0,990,60s,70k,0,0,96
0,0,0,M,81,accec36a10704e1fbaeb9b28b8bc5da8,2018,93000,0,1,0,848,80s,100k,2,10,240
0,168,0,M,81,accec36a10704e1fbaeb9b28b8bc5da8,2018,93000,0,1,0,848,80s,100k,0,0,96
0,336,0,M,81,accec36a10704e1fbaeb9b28b8bc5da8,2018,93000,0,1,0,848,80s,100k,10,10,120
0,0,0,M,81,accec36a10704e1fbaeb9b28b8bc5da8,2018,93000,0,1,0,848,80s,100k,2,10,240
0,504,0,M,81,accec36a10704e1fbaeb9b28b8bc5da8,2018,93000,0,1,0,848,80s,100k,5,20,240
0,576,0,M,81,accec36a10704e1fbaeb9b28b8bc5da8,2018,93000,0,1,0,848,80s,100k,0,0,72
1,0,39.77,M,62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,2016,73000,0,1,0,1606,60s,80k,5,5,168
1,0,39.77,M,62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,2016,73000,0,1,0,1606,60s,80k,5,5,168
0,336,0,M,62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,2016,73000,0,1,0,1606,60s,80k,0,0,72
1,504,53.63,M,62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,2016,73000,0,1,0,1606,60s,80k,0,0,96
1,576,113.38,M,62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,2016,73000,0,1,0,1606,60s,80k,10,10,168
1,0,104.84,M,55,cf5e1f22460c47868c548fc4ffc6dfec,2016,79000,0,1,0,1543,50s,80k,2,10,240
1,168,48.4,M,55,cf5e1f22460c47868c548fc4ffc6dfec,2016,79000,0,1,0,1543,50s,80k,5,5,120
1,168,48.4,M,55,cf5e1f22460c47868c548fc4ffc6dfec,2016,79000,0,1,0,1543,50s,80k,5,5,120
1,576,49.86,M,55,cf5e1f22460c47868c548fc4ffc6dfec,2016,79000,0,1,0,1543,50s,80k,3,7,168
1,0,37.06,M,50,9df2790f060d430e94f17189042e5671,2017,70000,0,1,0,977,50s,80k,5,5,120
1,168,40,M,50,9df2790f060d430e94f17189042e5671,2017,70000,0,1,0,977,50s,80k,0,0,96
1,0,37.06,M,50,9df2790f060d430e94f17189042e5671,2017,70000,0,1,0,977,50s,80k,5,5,120
1,504,45.93,M,50,9df2790f060d430e94f17189042e5671,2017,70000,0,1,0,977,50s,80k,2,10,240
1,0,63.17,M,54,ae47fbe72b274838a2093c3e91bc03dc,2017,118000,0,1,0,1289,50s,120k,10,10,168
1,168,21.44,M,54,ae47fbe72b274838a2093c3e91bc03dc,2017,118000,0,1,0,1289,50s,120k,10,10,120
1,0,63.17,M,54,ae47fbe72b274838a2093c3e91bc03dc,2017,118000,0,1,0,1289,50s,120k,10,10,168
1,408,64.82,M,54,ae47fbe72b274838a2093c3e91bc03dc,2017,118000,0,1,0,1289,50s,120k,0,0,72
0,576,0,M,54,ae47fbe72b274838a2093c3e91bc03dc,2017,118000,0,1,0,1289,50s,120k,5,5,120
1,0,11.59,M,18,5549b705af144f9aa6ff76a1515fc908,2018,46000,0,1,0,860,10s,50k,5,5,120
0,408,8.33,M,18,5549b705af144f9aa6ff76a1515fc908,2018,46000,0,1,0,860,10s,50k,2,10,240
0,504,0,M,18,5549b705af144f9aa6ff76a1515fc908,2018,46000,0,1,0,860,10s,50k,0,0,72
0,0,0,M,57,5627d082d908490aaac42034255a91b5,2015,58000,0,1,0,1801,50s,60k,5,5,120
1,168,33.76,M,57,5627d082d908490aaac42034255a91b5,2015,58000,0,1,0,1801,50s,60k,10,10,168
1,336,103.59,M,57,5627d082d908490aaac42034255a91b5,2015,58000,0,1,0,1801,50s,60k,3,7,168
1,408,61.19,M,57,5627d082d908490aaac42034255a91b5,2015,58000,0,1,0,1801,50s,60k,5,5,168
0,0,3.26,M,64,aa4a681ea192401ab469b616f8fe6885,2018,38000,0,1,0,770,60s,40k,0,0,96
0,168,2.91,M,64,aa4a681ea192401ab469b616f8fe6885,2018,38000,0,1,0,770,60s,40k,2,10,168
0,336,1.12,M,64,aa4a681ea192401ab469b616f8fe6885,2018,38000,0,1,0,770,60s,40k,2,10,240
0,0,3.26,M,64,aa4a681ea192401ab469b616f8fe6885,2018,38000,0,1,0,770,60s,40k,0,0,96
0,504,3.25,M,64,aa4a681ea192401ab469b616f8fe6885,2018,38000,0,1,0,770,60s,40k,3,7,168
0,576,3.25,M,64,aa4a681ea192401ab469b616f8fe6885,2018,38000,0,1,0,770,60s,40k,5,5,168
1,0,43.45,F,54,ae40f2f496e84ed29e7638b0bccee9a4,2015,99000,1,0,0,1788,50s,100k,5,5,120
0,168,21.47,F,54,ae40f2f496e84ed29e7638b0bccee9a4,2015,99000,1,0,0,1788,50s,100k,0,0,96
1,336,23.38,F,54,ae40f2f496e84ed29e7638b0bccee9a4,2015,99000,1,0,0,1788,50s,100k,3,7,168
0,168,21.47,F,54,ae40f2f496e84ed29e7638b0bccee9a4,2015,99000,1,0,0,1788,50s,100k,0,0,96
1,504,50.24,F,54,ae40f2f496e84ed29e7638b0bccee9a4,2015,99000,1,0,0,1788,50s,100k,10,10,168
0,168,21.47,F,54,ae40f2f496e84ed29e7638b0bccee9a4,2015,99000,1,0,0,1788,50s,100k,0,0,96
0,0,5.05,M,90,bf2c086d4c4049289df1e0c8ea08f55c,2018,45000,0,1,0,842,90s,50k,5,5,168
0,168,0,M,90,bf2c086d4c4049289df1e0c8ea08f55c,2018,45000,0,1,0,842,90s,50k,0,0,96
0,336,3.1,M,90,bf2c086d4c4049289df1e0c8ea08f55c,2018,45000,0,1,0,842,90s,50k,2,10,240
0,336,3.1,M,90,bf2c086d4c4049289df1e0c8ea08f55c,2018,45000,0,1,0,842,90s,50k,2,10,240
0,0,0,F,34,5b9c1a35c0144b6ab584e666dec7c531,2018,67000,1,0,0,864,30s,70k,5,5,168
0,168,0,F,34,5b9c1a35c0144b6ab584e666dec7c531,2018,67000,1,0,0,864,30s,70k,0,0,72
0,408,5.43,F,34,5b9c1a35c0144b6ab584e666dec7c531,2018,67000,1,0,0,864,30s,70k,3,7,168
0,504,11.99,F,34,5b9c1a35c0144b6ab584e666dec7c531,2018,67000,1,0,0,864,30s,70k,10,10,168
0,576,6.56,F,34,5b9c1a35c0144b6ab584e666dec7c531,2018,67000,1,0,0,864,30s,70k,0,0,96
0,0,0,M,44,ad3c443c9ce34aa38929b0a84cb14c04,2018,53000,0,1,0,772,40s,60k,5,5,120
1,168,20.62,M,44,ad3c443c9ce34aa38929b0a84cb14c04,2018,53000,0,1,0,772,40s,60k,10,10,120
1,408,30.34,M,44,ad3c443c9ce34aa38929b0a84cb14c04,2018,53000,0,1,0,772,40s,60k,0,0,96
0,0,0,F,79,688e4f2487d44ad8bbcc0f96936f42d6,2018,106000,1,0,0,779,70s,110k,0,0,72
0,336,0,F,79,688e4f2487d44ad8bbcc0f96936f42d6,2018,106000,1,0,0,779,70s,110k,5,20,240
0,336,0,F,79,688e4f2487d44ad8bbcc0f96936f42d6,2018,106000,1,0,0,779,70s,110k,5,20,240
0,576,0,F,79,688e4f2487d44ad8bbcc0f96936f42d6,2018,106000,1,0,0,779,70s,110k,3,7,168
0,0,42.58,F,58,73c157a4b8e342fcb5d8479d8cb41e81,2016,95000,1,0,0,1336,50s,100k,0,0,96
1,168,125.85,F,58,73c157a4b8e342fcb5d8479d8cb41e81,2016,95000,1,0,0,1336,50s,100k,10,10,120
1,336,63.29,F,58,73c157a4b8e342fcb5d8479d8cb41e81,2016,95000,1,0,0,1336,50s,100k,5,20,240
1,504,102.44,F,58,73c157a4b8e342fcb5d8479d8cb41e81,2016,95000,1,0,0,1336,50s,100k,10,10,168
0,0,42.58,F,58,73c157a4b8e342fcb5d8479d8cb41e81,2016,95000,1,0,0,1336,50s,100k,0,0,96
1,0,53.25,F,47,e737ff591120415581ddbe817b8c82ca,2016,74000,1,0,0,1697,40s,80k,0,0,72
0,168,79.96,F,47,e737ff591120415581ddbe817b8c82ca,2016,74000,1,0,0,1697,40s,80k,5,5,168
1,408,105.76,F,47,e737ff591120415581ddbe817b8c82ca,2016,74000,1,0,0,1697,40s,80k,10,10,168
0,0,1.73,F,60,9cb34ff9de694c578154da3efc9915db,2017,59000,1,0,0,1015,60s,60k,5,5,120
0,168,1.54,F,60,9cb34ff9de694c578154da3efc9915db,2017,59000,1,0,0,1015,60s,60k,0,0,96
1,336,14.01,F,60,9cb34ff9de694c578154da3efc9915db,2017,59000,1,0,0,1015,60s,60k,5,5,168
1,408,15.33,F,60,9cb34ff9de694c578154da3efc9915db,2017,59000,1,0,0,1015,60s,60k,10,10,168
1,504,1.32,F,60,9cb34ff9de694c578154da3efc9915db,2017,59000,1,0,0,1015,60s,60k,0,0,72
0,576,6,F,60,9cb34ff9de694c578154da3efc9915db,2017,59000,1,0,0,1015,60s,60k,2,10,168
0,0,0,F,74,4e5923e5deab4d5cb1624a0b1cc9909c,2018,103000,1,0,0,834,70s,110k,3,7,168
0,168,0,F,74,4e5923e5deab4d5cb1624a0b1cc9909c,2018,103000,1,0,0,834,70s,110k,2,10,168
0,168,0,F,74,4e5923e5deab4d5cb1624a0b1cc9909c,2018,103000,1,0,0,834,70s,110k,2,10,168
0,408,0,F,74,4e5923e5deab4d5cb1624a0b1cc9909c,2018,103000,1,0,0,834,70s,110k,10,10,120
0,0,0,F,74,4e5923e5deab4d5cb1624a0b1cc9909c,2018,103000,1,0,0,834,70s,110k,3,7,168
0,576,0,F,74,4e5923e5deab4d5cb1624a0b1cc9909c,2018,103000,1,0,0,834,70s,110k,5,5,168
0,0,0,M,89,2c5c71b7bfaa4e3e8088fc177e6e559b,2015,101000,0,1,0,1807,80s,110k,0,0,96
1,336,30.43,M,89,2c5c71b7bfaa4e3e8088fc177e6e559b,2015,101000,0,1,0,1807,80s,110k,0,0,72
1,408,30.43,M,89,2c5c71b7bfaa4e3e8088fc177e6e559b,2015,101000,0,1,0,1807,80s,110k,3,7,168
1,336,30.43,M,89,2c5c71b7bfaa4e3e8088fc177e6e559b,2015,101000,0,1,0,1807,80s,110k,0,0,72
1,0,66.07,M,68,307245a5204947e5a9f952daffcad5f2,2016,62000,0,1,0,1637,60s,70k,2,10,240
1,0,66.07,M,68,307245a5204947e5a9f952daffcad5f2,2016,62000,0,1,0,1637,60s,70k,2,10,240
1,408,55.87,M,68,307245a5204947e5a9f952daffcad5f2,2016,62000,0,1,0,1637,60s,70k,3,7,168
1,504,16.84,M,68,307245a5204947e5a9f952daffcad5f2,2016,62000,0,1,0,1637,60s,70k,5,5,120
0,0,0,F,79,341276cb09ac42ad8473be091b52b082,2017,99000,1,0,0,985,70s,100k,5,5,120
1,168,59.5,F,79,341276cb09ac42ad8473be091b52b082,2017,99000,1,0,0,985,70s,100k,2,10,168
1,168,59.5,F,79,341276cb09ac42ad8473be091b52b082,2017,99000,1,0,0,985,70s,100k,2,10,168
1,576,72.87,F,79,341276cb09ac42ad8473be091b52b082,2017,99000,1,0,0,985,70s,100k,0,0,72
1,0,5.19,M,71,18174519037241e9b1ddcb627ca4dc41,2018,30000,0,1,0,891,70s,40k,0,0,72
0,504,1.47,M,71,18174519037241e9b1ddcb627ca4dc41,2018,30000,0,1,0,891,70s,40k,2,10,168
0,576,0,M,71,18174519037241e9b1ddcb627ca4dc41,2018,30000,0,1,0,891,70s,40k,5,20,240
1,0,85.29,F,76,978d48db5c714a4490d904412f85b502,2015,114000,1,0,0,1818,70s,120k,10,10,120
1,168,26.36,F,76,978d48db5c714a4490d904412f85b502,2015,114000,1,0,0,1818,70s,120k,2,10,168
1,0,85.29,F,76,978d48db5c714a4490d904412f85b502,2015,114000,1,0,0,1818,70s,120k,10,10,120
1,408,22.24,F,76,978d48db5c714a4490d904412f85b502,2015,114000,1,0,0,1818,70s,120k,10,10,168
1,408,22.24,F,76,978d48db5c714a4490d904412f85b502,2015,114000,1,0,0,1818,70s,120k,10,10,168
1,168,26.36,F,76,978d48db5c714a4490d904412f85b502,2015,114000,1,0,0,1818,70s,120k,2,10,168
0,0,2.21,F,47,57b591069ad24965ba32f0b224583f97,2015,61000,1,0,0,1954,40s,70k,0,0,72
0,168,6.97,F,47,57b591069ad24965ba32f0b224583f97,2015,61000,1,0,0,1954,40s,70k,10,10,168
1,336,18.02,F,47,57b591069ad24965ba32f0b224583f97,2015,61000,1,0,0,1954,40s,70k,2,10,168
1,408,20.91,F,47,57b591069ad24965ba32f0b224583f97,2015,61000,1,0,0,1954,40s,70k,3,7,168
0,504,9.55,F,47,57b591069ad24965ba32f0b224583f97,2015,61000,1,0,0,1954,40s,70k,0,0,96
0,576,0,F,47,57b591069ad24965ba32f0b224583f97,2015,61000,1,0,0,1954,40s,70k,5,20,240
0,0,0,M,63,044f41cfd98940119477d73c81f973a3,2017,36000,0,1,0,1126,60s,40k,0,0,96
1,168,8.84,M,63,044f41cfd98940119477d73c81f973a3,2017,36000,0,1,0,1126,60s,40k,3,7,168
0,336,2.86,M,63,044f41cfd98940119477d73c81f973a3,2017,36000,0,1,0,1126,60s,40k,10,10,168
1,168,8.84,M,63,044f41cfd98940119477d73c81f973a3,2017,36000,0,1,0,1126,60s,40k,3,7,168
0,504,0.28,M,63,044f41cfd98940119477d73c81f973a3,2017,36000,0,1,0,1126,60s,40k,5,5,168
0,576,0.18,M,63,044f41cfd98940119477d73c81f973a3,2017,36000,0,1,0,1126,60s,40k,2,10,168
0,0,0,M,41,031387fa9cfd47e88f4e4b4b4cb71925,2017,83000,0,1,0,1071,40s,90k,2,10,240
0,168,0,M,41,031387fa9cfd47e88f4e4b4b4cb71925,2017,83000,0,1,0,1071,40s,90k,5,20,240
0,168,0,M,41,031387fa9cfd47e88f4e4b4b4cb71925,2017,83000,0,1,0,1071,40s,90k,5,20,240
0,408,0,M,41,031387fa9cfd47e88f4e4b4b4cb71925,2017,83000,0,1,0,1071,40s,90k,0,0,96
0,576,0,M,41,031387fa9cfd47e88f4e4b4b4cb71925,2017,83000,0,1,0,1071,40s,90k,2,10,168
1,0,11.93,F,71,8c410d84af08408fb41f953c93ffac27,2018,56000,1,0,0,873,70s,60k,2,10,168
1,168,30.09,F,71,8c410d84af08408fb41f953c93ffac27,2018,56000,1,0,0,873,70s,60k,5,5,120
1,336,18.68,F,71,8c410d84af08408fb41f953c93ffac27,2018,56000,1,0,0,873,70s,60k,2,10,240
1,408,18.68,F,71,8c410d84af08408fb41f953c93ffac27,2018,56000,1,0,0,873,70s,60k,3,7,168
1,168,30.09,F,71,8c410d84af08408fb41f953c93ffac27,2018,56000,1,0,0,873,70s,60k,5,5,120
1,576,107.47,F,71,8c410d84af08408fb41f953c93ffac27,2018,56000,1,0,0,873,70s,60k,5,5,168
0,0,0,M,44,09e7e40eb89943458f4f79fe2e023dd6,2017,36000,0,1,0,1052,40s,40k,2,10,240
0,168,0,M,44,09e7e40eb89943458f4f79fe2e023dd6,2017,36000,0,1,0,1052,40s,40k,0,0,96
0,336,8.93,M,44,09e7e40eb89943458f4f79fe2e023dd6,2017,36000,0,1,0,1052,40s,40k,2,10,168
0,336,8.93,M,44,09e7e40eb89943458f4f79fe2e023dd6,2017,36000,0,1,0,1052,40s,40k,2,10,168
1,504,8.2,M,44,09e7e40eb89943458f4f79fe2e023dd6,2017,36000,0,1,0,1052,40s,40k,3,7,168
1,504,8.2,M,44,09e7e40eb89943458f4f79fe2e023dd6,2017,36000,0,1,0,1052,40s,40k,3,7,168
1,0,33.32,M,67,2a01c11fdcc441bcbdc842c35adccb2f,2018,106000,0,1,0,928,60s,110k,5,20,240
0,168,0,M,67,2a01c11fdcc441bcbdc842c35adccb2f,2018,106000,0,1,0,928,60s,110k,10,10,120
1,336,65.51,M,67,2a01c11fdcc441bcbdc842c35adccb2f,2018,106000,0,1,0,928,60s,110k,0,0,72
0,168,0,M,67,2a01c11fdcc441bcbdc842c35adccb2f,2018,106000,0,1,0,928,60s,110k,10,10,120
0,504,0,M,67,2a01c11fdcc441bcbdc842c35adccb2f,2018,106000,0,1,0,928,60s,110k,2,10,168
1,0,88.97,F,77,78e9be059fce46a1b610f74e0e812a4a,2016,80000,1,0,0,1652,70s,90k,5,20,240
1,168,44.97,F,77,78e9be059fce46a1b610f74e0e812a4a,2016,80000,1,0,0,1652,70s,90k,0,0,96
1,336,81.59,F,77,78e9be059fce46a1b610f74e0e812a4a,2016,80000,1,0,0,1652,70s,90k,5,5,168
1,0,88.97,F,77,78e9be059fce46a1b610f74e0e812a4a,2016,80000,1,0,0,1652,70s,90k,5,20,240
1,504,51.8,F,77,78e9be059fce46a1b610f74e0e812a4a,2016,80000,1,0,0,1652,70s,90k,2,10,168
1,576,25.99,F,77,78e9be059fce46a1b610f74e0e812a4a,2016,80000,1,0,0,1652,70s,90k,5,5,120
1,0,8.07,F,68,ad4fd34e9f7e4fd9ae627edd73ca2081,2015,66000,1,0,0,1704,60s,70k,5,5,168
1,336,55.43,F,68,ad4fd34e9f7e4fd9ae627edd73ca2081,2015,66000,1,0,0,1704,60s,70k,2,10,240
1,408,31.2,F,68,ad4fd34e9f7e4fd9ae627edd73ca2081,2015,66000,1,0,0,1704,60s,70k,10,10,120
1,504,78.94,F,68,ad4fd34e9f7e4fd9ae627edd73ca2081,2015,66000,1,0,0,1704,60s,70k,2,10,168
1,336,55.43,F,68,ad4fd34e9f7e4fd9ae627edd73ca2081,2015,66000,1,0,0,1704,60s,70k,2,10,240
0,0,6.99,M,55,ace4a7611da040748d1722cda25b6280,2016,60000,0,1,0,1619,50s,70k,5,20,240
0,0,6.99,M,55,ace4a7611da040748d1722cda25b6280,2016,60000,0,1,0,1619,50s,70k,5,20,240
0,0,6.99,M,55,ace4a7611da040748d1722cda25b6280,2016,60000,0,1,0,1619,50s,70k,5,20,240
0,576,5.87,M,55,ace4a7611da040748d1722cda25b6280,2016,60000,0,1,0,1619,50s,70k,5,5,120
1,0,73.19,M,30,c894971c9e414a358b84255199727636,2016,54000,0,1,0,1455,30s,60k,3,7,168
1,168,102.23,M,30,c894971c9e414a358b84255199727636,2016,54000,0,1,0,1455,30s,60k,2,10,240
1,0,73.19,M,30,c894971c9e414a358b84255199727636,2016,54000,0,1,0,1455,30s,60k,3,7,168
1,408,465.6,M,30,c894971c9e414a358b84255199727636,2016,54000,0,1,0,1455,30s,60k,10,10,120
1,0,73.19,M,30,c894971c9e414a358b84255199727636,2016,54000,0,1,0,1455,30s,60k,3,7,168
1,576,25.87,M,30,c894971c9e414a358b84255199727636,2016,54000,0,1,0,1455,30s,60k,0,0,72
0,0,0,M,51,e277228d77a64ab896d6dd6d88f970d3,2015,54000,0,1,0,1840,50s,60k,5,5,120
1,168,57.63,M,51,e277228d77a64ab896d6dd6d88f970d3,2015,54000,0,1,0,1840,50s,60k,3,7,168
1,336,72.63,M,51,e277228d77a64ab896d6dd6d88f970d3,2015,54000,0,1,0,1840,50s,60k,5,5,168
1,408,118.09,M,51,e277228d77a64ab896d6dd6d88f970d3,2015,54000,0,1,0,1840,50s,60k,2,10,168
1,504,136.58,M,51,e277228d77a64ab896d6dd6d88f970d3,2015,54000,0,1,0,1840,50s,60k,2,10,240
1,576,45.71,M,51,e277228d77a64ab896d6dd6d88f970d3,2015,54000,0,1,0,1840,50s,60k,0,0,72
1,0,9.09,M,49,6f04a68e93df44d1b2329a399016452b,2018,48000,0,1,0,936,40s,50k,3,7,168
0,168,8.63,M,49,6f04a68e93df44d1b2329a399016452b,2018,48000,0,1,0,936,40s,50k,10,10,168
0,408,0,M,49,6f04a68e93df44d1b2329a399016452b,2018,48000,0,1,0,936,40s,50k,0,0,96
0,504,0,M,49,6f04a68e93df44d1b2329a399016452b,2018,48000,0,1,0,936,40s,50k,0,0,72
0,576,1.52,M,49,6f04a68e93df44d1b2329a399016452b,2018,48000,0,1,0,936,40s,50k,2,10,240
1,0,12.99,M,32,27aa749a6f5f448e91327028a2ac7fb5,2015,38000,0,1,0,1786,30s,40k,0,0,72
1,168,40.72,M,32,27aa749a6f5f448e91327028a2ac7fb5,2015,38000,0,1,0,1786,30s,40k,10,10,120
1,168,40.72,M,32,27aa749a6f5f448e91327028a2ac7fb5,2015,38000,0,1,0,1786,30s,40k,10,10,120
1,168,40.72,M,32,27aa749a6f5f448e91327028a2ac7fb5,2015,38000,0,1,0,1786,30s,40k,10,10,120
1,504,60.96,M,32,27aa749a6f5f448e91327028a2ac7fb5,2015,38000,0,1,0,1786,30s,40k,5,5,168
1,0,12.99,M,32,27aa749a6f5f448e91327028a2ac7fb5,2015,38000,0,1,0,1786,30s,40k,0,0,72
1,0,29,M,30,ba9fb3e4a7084361914c1647d871d27e,2017,69000,0,1,0,1228,30s,70k,0,0,72
1,408,47.59,M,30,ba9fb3e4a7084361914c1647d871d27e,2017,69000,0,1,0,1228,30s,70k,5,20,240
1,504,47.59,M,30,ba9fb3e4a7084361914c1647d871d27e,2017,69000,0,1,0,1228,30s,70k,2,10,240
0,576,21.32,M,30,ba9fb3e4a7084361914c1647d871d27e,2017,69000,0,1,0,1228,30s,70k,2,10,168
1,0,58.6,M,47,00c6035df45840038a72766c6d27a0db,2017,86000,0,1,0,1280,40s,90k,2,10,240
1,168,104.14,M,47,00c6035df45840038a72766c6d27a0db,2017,86000,0,1,0,1280,40s,90k,10,10,168
1,336,40.82,M,47,00c6035df45840038a72766c6d27a0db,2017,86000,0,1,0,1280,40s,90k,0,0,96
1,576,69.21,M,47,00c6035df45840038a72766c6d27a0db,2017,86000,0,1,0,1280,40s,90k,3,7,168
1,0,26.62,M,34,fffad4f4828548d1b5583907f2e9906b,2017,34000,0,1,0,1313,30s,40k,5,5,120
1,168,5.63,M,34,fffad4f4828548d1b5583907f2e9906b,2017,34000,0,1,0,1313,30s,40k,0,0,72
1,0,26.62,M,34,fffad4f4828548d1b5583907f2e9906b,2017,34000,0,1,0,1313,30s,40k,5,5,120
1,576,18.04,M,34,fffad4f4828548d1b5583907f2e9906b,2017,34000,0,1,0,1313,30s,40k,5,5,168
0,0,0,F,85,50fb5c0c6b1b4f43bd5f4a818dddb513,2016,71000,1,0,0,1640,80s,80k,0,0,96
1,168,57.36,F,85,50fb5c0c6b1b4f43bd5f4a818dddb513,2016,71000,1,0,0,1640,80s,80k,5,5,120
